FabricName
# 2600 Off White
# 3300 Black
#BEM2201007 màu Chestnut
#BRM2201003 màu Caramel
(21mm*1830*2440)
(500m/cuộn)
(Pinus Radiata)
Siena 905 Sand (KD)
Siena Lead #17144
Siena Lead #17144 (KD)
Siena Moss Green #8545 (KD)
Sierra Bravas (KD)
Silex 02 Shoreline (KD)
Silex 030 Dawn Grey
Silex 030 Dawn Grey (KD)
Silex 79 Ivory (KD)
Silex Color 02 (KD)
Silex Color 20 (KD)
Silex Color 25 (KD)
Silex Color 63 (KD)
Silex color 70 (KD)
Silverstate Luzon Sand
Silvertex Limoncello
Simili
Simili Micro Fiber Leather for Welt 100-3F
Simili Micro Fiber Leather for body/ seat 100-2F(dùng cho dây viền)
Simili Soffkin  A-A1024 (KD)
Slate
Sleeper mechanism 3860
Sleeper mechanism 3860-70
Smart Soft
Softy 2333 Brown
Softy 2729 Beige
Softy Bronze
Solo 102 Cream (KD)
Solo 170 (KD)
Solo 170 Mushroom
Solo 170 Mushroom (KD)
Solo 200
Solo 200 (KD)
Solo 272 Pumpkin (KD)
Solo Ochre 270 (KD)
Solo Turtle 355 (KD)
Sorella 58
Sorrento PG 101
Sorrento PG 101 Ocher
"Sorrento PG 101 Ocher, W142 cm-230gr/m2, 92% polyester 8% polyamide"
Sorrento PG 103 Dark Plum
"Sorrento PG 103, W142 cm, 92% polyester 8% polyamide"
Sorrento PG 603 Steel Blue
Sorrento PG 603 Steel Blue (KD)
"Sorrento PG 603 Steel Blue, W142 cm, 92% polyester 8% polyamide"
Sorrento PG 802 Light Grey
"Sorrento PG 802, W142 cm, 92% polyester 8% polyamide"
Sounder Rose
Souvenir Marble Accent
Spectrum Pearl (KD)
Spring 003 Kit
Spring 017 Antrazit
Springfield Rust
Stancil Belgian Flax Fcl
Stancil Marble Fcl
Stax  583 Dark Antrazite
Stax 001 Cream
Stax 010 FR chống cháy
Stax 015
Stax 015 Dark Green
Stax 015 Dark Green Pillow
Stax 015/93 Dark Green
Stax 015/93 Dark Green (KD)
Stax 015/93 Dark Green FR chống cháy
Stax 019 Rust
Stax 019 Rust FR chống cháy
Stax 030 Pink
Stax 030 Pink FR chống cháy
Stax 031 Brick
Stax 031 Brick (KD)
Stax 032 Old Rosa
Stax 032 Old Rosa (145)
Stax 032 Old Rosa (KD)
Stax 032 Old Rosa (W 145)
Stax 032 Old Rosa (W145)
Stax 032 Old Rosa FR chống cháy
Stax 032 Old Rosa(W145)
Stax 037 Plum
Stax 037 Plum (W145)
Stax 046
Stax 049 Rosa
Stax 049 Rosa (KD)
Stax 060 Off White
Stax 067 Taupe
Stax 067 Taupe (KD)
Stax 067 Taupe(W145)
Stax 069 Dust Blue
Stax 069 Dust Blue (KD)
Stax 069 Dust Blue Fr chống cháy
Stax 069 Dust Blue(KD)
Stax 07 Golden Beige
Stax 070 Light Grey
Stax 070 Light Grey (W145)
Stax 072 Olive Green
Stax 072 Olive Green FR chống cháy
Stax 079 (KD)
Stax 082 Grey (W145)
Stax 084 Koks
Stax 084 Koks (KD)
Stax 084 Koks FR chống cháy
Stax 085 Moss Green
Stax 085 Moss Green (KD)
Stax 085 Moss Green (W145)
Stax 085 Moss Green (W145) Fr chống cháy
Stax 085 Moss Green Fr chống cháy
Stax 085 Moss Green Fr chống cháy (W142)
Stax 085 Moss Green Fr chống cháy (W145)
Stax 085 Moss Green(w145)
Stax 086 Pistachio
Stax 086 Pistachio (W142)
Stax 086 Pistachio (W145)
Stax 086 Pistachio MD 2435
Stax 088 Forest Green
Stax 099 Jade Green FR chống cháy
Stax 101 Black
Stax 101 Black (W145)
Stax 102 Smoke Blue
Stax 103 Indigo
Stax 103 Indigo (KD)
Stax 103 Indigo FR chống cháy
Stax 104 Blue Grey
Stax 104 Blue Grey FR chống cháy
Stax 106 Navy
Stax 106 Navy FR chống cháy
Stax 114 Army (KD)
Stax 116 Antrazite
Stax 116 Antrazite (W145)
Stax 116 Antrazite FR chống cháy
Stax 116 Antrazite(w145)
Stax 117 Dark Blue
Stax 117 Dark Blue FR chống cháy
Stax 117 Dark Blue MD 2435
Stax 118 Midnight Blu
Stax 118 Midnight Blue
Stax 118 Midnight Blue (KD)
Stax 118 Midnight Blue FR chống cháy
Stax 120 Green
Stax 121
Stax 121 (W145)
Stax 123
Stax 123 FR chống cháy
Stax 124 Nugget Gold (16-0952)
Stax 200
Stax 200 FR chống cháy
Stax 30 Pink
Stax 30 Pink FR chống cháy
Stax 303 Rust
Stax 303 Rust (W142)
Stax 303 Rust (W145)
Stax 303 Rust FR chống cháy
Stax 303 Rust MD 2435
Stax 303 Rust(w145)
Stax 336 Rust (KD)
Stax 46 FR chống cháy
Stax 583 Dark Antrazit
Stax 583 Dark Antrazite
Stax 583 Dark Antrazite (KD)
Stax 583 Dark Antrazite (W145)
Stax 70
Stax 70 (W145)
Stax 70 Stax 070 Light Grey
Stax 73 Pigeon Blue
Stax 81 FR chống cháy
Stax 81 Shell FR chống cháy
Stax 84 FR chống cháy
Stax 84 Koks FR chống cháy
Stax 88 Forest Green
Stax 94 Green
Stax 94 Green (W145)
Stax Curl 032 Old Rosa MD 2369
Stax R402 Light Pink (KD)
Stax Recycle (LCB) R081 Warm Grey
Stax Recycle (LCB) R125
Stax Recycle (LCB) R411 (KD)
Stax Recycle 010
Stax Recycle 406 Blue
Stax Recycle 406 Blue (KD)
Stax Recycle 406 Blue (W145)
Stax Recycle 410 Camel
Stax Recycle R010
Stax Recycle R010 FR chống cháy
Stax Recycle R015/R093 Dark Green
Stax Recycle R015/R093 Dark Green (KD)
Stax Recycle R015/R093 Dark Green FR chống cháy
Stax Recycle R015/R093 Dark Green FR chống cháy (KD)
Stax Recycle R030 Pink
Stax Recycle R046 Orange
Stax Recycle R046 Orange FR chống cháy
Stax Recycle R069 Dust Blue
Stax Recycle R069 Dust Blue (KD)
Stax Recycle R085 Moss Green FR chống cháy
Stax Recycle R086 FR chống cháy
Stax Recycle R099 Jade Green FR chống cháy
Stax Recycle R104
Stax Recycle R106
Stax Recycle R117 Dark Blue FR (KD)
Stax Recycle R117 Dark Blue FR chống cháy
Stax Recycle R118 Midnight Blue
Stax Recycle R118 Midnight Blue Fr chống cháy
Stax Recycle R125 FR chống cháy
Stax Recycle R126
Stax Recycle R126 FR chống cháy
Stax Recycle R402 Light Pink
Stax Recycle R402 Light Pink (KD)
Stax Recycle R404 Plum FR (KD)
Stax Recycle R407 Curry FR (KD)
Stax Recycle R410 Camel
Stax Shine 030 Mustard
Stax Shine 030 Mustard FR chống cháy
Stax Shine 030 Mustard chống cháy
Stax Shine 092 Petro
Stax Shine 092 Petrol
Stax Shine 092 Petrol (KD)
Stax Shine 092 Petrol FR chống cháy
Stella 004 Kit FR chống cháy
Stella 026 Blue FR chống cháy
Stella 030 Stone
"Stella 034, W142 cm, 280gr/m, 100% Polyester"
Stock 01 (KD)
Stock 02 (KD)
Stockholm Cornflower
Story Shae Herbal
Straight 006 Latte/Black
Straight 006 Latte/Black (KD)
"Street 012 light grey, W140 cm, 450gr/m, 85% cotton 15% Polyester"
Style 012 Light Grey
"Style 012 Light Grey, W142 cm, 100% Polyester"
Style 013 Steel
"Style 013 Steel, W142 cm, 100% Polyester"
Style 071 Navy
Style 071 Navy (KD)
"Style 071 Navy, W142 cm, 100% Polyester"
"Style 091 Light Blue, W142 cm, 100% Polyester"
Style 71 (KD)
Sunday 002
Sunday 01
Sunday 01 (KD)
Sunday 01 with C0
Sunday 04 Sand FR chống cháy
Sunday 10 Dusty Rose (KD)
Sunday 10 Dusty Rose FR chống cháy
"Sunday 10, W145 cm, 100% Polyester"
Sunday 103 Woodland Green
Sunday 103 Woodland Green FR chống cháy
"Sunday 103 wooden green, W145 cm, 390gr/m2, 100% Polyester"
"Sunday 103 wooden green, W145 cm, 390gr/m2, 100% Polyester, FR Chống cháy"
Sunday 149 FR chống cháy
Sunday 15 Curry
Sunday 15 Curry (KD)
Sunday 15 Curry FR chống cháy
Sunday 15 Curry tem: 124 Sunday curry
"Sunday 15, W145 cm, 100% Polyester"
"Sunday 15, W145 cm, 100% Polyester, FR Chống cháy"
Sunday 158 FR chống cháy
"Sunday 158 dark green, W145 cm, 390gr/m2, 100% Polyester, FR chống cháy"
Sunday 19 Plum
Sunday 19 Plum (KD)
Sunday 24 Aqua blue
Sunday 24 Aqua blue FR chống cháy
"Sunday 24, W145 cm, 100% Polyester"
"Sunday 24, W145 cm, 100% Polyester, FR chống cháy"
Sunday 32
Sunday 32 (KD)
Sunday 35
Sunday 35 Dark Grey
Sunday 35 Dark Grey FR chống cháy
"Sunday 35 Dark Grey, W145 cm, 100% Polyester, FR chống cháy"
"Sunday 35 Dark Grey, W145 cm, 345gr, 100% Polyester"
Sunday 38
Sunday 38 Antrazit FR chống cháy
Sunday 38 Antrazite
"Sunday 38, W145 cm, 100% Polyester"
Sunday 39 Light Grey
Sunday 39 Light Grey FR chống cháy
Sunday 39 Light Grey(KD)
"Sunday 39 Light Grey, W145 cm, 100% Polyester, UK-FR"
"Sunday 39 Light Grey, W145 cm, 345gr, 100% Polyester"
Sunday 45
Sunday 45 Pigeon Blue
Sunday 45 Pigeon Blue (KD)
"Sunday 45, W145 cm, 100% Polyester"
Sunday 50
Sunday 53 Navy
Sunday 53 Navy FR chống cháy
Sunday 53 Navy FR chống cháy (KD)
"Sunday 53 Navy, W145 cm, 100% Polyester"
Sunday 66 Rusty Orange
"Sunday 66, W145 cm, 100% Polyester"
"Sunday 66, W145 cm, 100% Polyester, FR chống cháy"
Sunday 69
Sunday 69 Koks
Sunday 69 Koks FR chống cháy
"Sunday 69, W145 cm, 100% Polyester"
"Sunday 69, W145 cm, 100% Polyester, UK-FR"
Sunday 80
Sunday 80 Dark Green
Sunday 80 Dark Green (KD)
Sunday 83 FR chống cháy
"Sunday 83, W145 cm, 100% Polyester, UK-FR"
Surrey Midnight P22013 Add C0
Surrey Olive P71008 Add C0
Symphony Mills Bergen 900 Cream
Symphony Mills Bergen Olive 503
Symphony Mills Diamond Mink 104
Synthetic Leather Green (KD)
Sắt (Steel)
Sắt màu đen mờ (Matt Black Steel)
Sắt sơn tĩnh điện đen- màu sơn MT-02
Sử dụng  Tạm (màu tương tự Spec)
Sử dụng  Tạm - Boucle (màu tương tự Spec)
Sử dụng  boucle trắng tồn
Sử dụng  nhung tạm nhà máy
Sử dụng  nhung tạm nhà máy (UK-FR)
Sử dụng  tạm nhà máy
Sử dụng Da Tạm (màu tương tự Spec)
Sử dụng dây đan
TCM011
TG-2057/1
TG-2059/1
THREE SHEEP / P: LONGINGHAM / C: NATURALLY
THU003
THUMA
TM2117B-1 - Boucle (bọc  tạm tương tự PPS trước
TOBACCO TAN
TOP 120
TPR-118 16
TPR-118 16 (KD)
TPR-118 4 (KD)
TPR-118-21 (KD)
TPR118-20
TPR118-21 (KD)
TPS
Talent 12 Dark Green
"Talent 12 Dark Green, W143 cm, 91% Polyester 9% Acrylic"
Talent 21 Dark Blue
"Talent 21 Dark Blue, W143 cm, 480gr/m2, 91% polyester 9% acrylic"
Talent 23
Talent 24
Talent 24 Light Grey
Talent 24 Light Grey (KD)
Talent 24 Light Grey Fr chống cháy
Talent 24 Light Grey Fr chống cháy (KD)
"Talent 24 Light Grey, W143 cm, 91% Polyester 9% Acrylic"
Talent 26
Talent 26 Dark Grey
Talent 26 Dark Grey (KD)
"Talent 26, W143 cm, 91% Polyester 9% Acrylic"
Talent 37 Light Blue
"Talent 37, W143 cm, 91% Polyester 9% Acrylic"
Talent 93
Taupe Boucle-Lissone
Tauple Brown
Terraferma-Magnolia_PO 13525
Terrain Smokestack (KD)
Texstyle Atro Boucle Oat C0 (  tạm cùng spech)
Texstyle Stax 001 cream
Textured Boucle Natural CBNT/(Maya Cotton Hill Boucle)
Textured Bouclé Natural (ORNA)
Textured Bouclé Natural (ORNA)
Tigris Salt
Time 100 (KD)
Time R 410 Blush
Tinker Linen
Titanium
Titanium 500047B 0809-324015
Toscana Avocado
Toscana Cocoa
Toscana Copper
Toscana French Blue
Trampoline F3976001
Treasure Gold
Treasure Russet
"Trim 001/012 Grey, W142 cm, 350gr/m, 100% Polyester"
"Trim 004/006 Latte Grey, W142 cm, 350gr/m, 100% Polyester"
"Trim 009/017 Antrazit, W142 cm, 350gr/m, 100% Polyester"
Trim 09/017 Antrazite
Triumph 105-PJF_24208
Trust Mauve
Tuft Horizon
Tuft Linen 01740
Tulum 89 Suede
Tuskegee FRT Midnight
Twilight Pearl (C0)
Twinkle Sand
UNI CREAM khách cấp
UP 5902 Rule
UV Gradually-Tomato
Upson Downs Haberdashery
VALLEY FORGE / CLARA CHENILLE / ICICLE
VB108-002 Oat
VB108-108
VB108-109
VB108-109 (KD)
VB108-28
VB108-28 (KD)
VB108-511 Prussian
VB108-668 Jade
VB108-77
VB108-77 (KD)
VB2276-73
VB3286-02A
VB3286-02A (KD)
VB3286-12A
VB3286-12A (KD)
VB3419-001 Clay
VB3419-001 Clay (KD)
VB3419-001 Corduroy Clay (KD)
VB8445-668
VB8445-668 Verdant
VBD8445-01
VBD8712-900
VBD8712-900 (KD)
VBD8712-911
VBD8712-911 (KD)
VBD8712-912
VBD8712-912 (KD)
VBD8712-913
VBD8712-914
VBD8907-001 Cream
VBD8907-906 Stone
VBD8994 Dove
VBT0133-216
VBW2578-441
VERGO 002 CREAM (tạm nhà máy/ sau khi khách duyệt bọc  chính khách cấp)
Valdese Banks Nutmeg
Valdese Banks Velvet Balsam
Valdese New Page Dove
Valdese Weavers Banks Velvet - Toffee
Valdese Weavers Banks Velvet Balsam
Valdese Weavers Banks Velvet Nutmug
Valdese Weavers Banks Velvet Toffee
Valley Forge 1475-14-0 Magnitude Cramel
Vanille 1347 0011 (Bronze)
Vanille 8032 0011 (Black)
Vải Fendi-68DS
Vải Flavio 006 Stone
Vải Hayden Grey
Vải Kona Camel
Vải Moss R 008 Olive
Vải Moss Recycle 008 Olive (KD)
Vải Satin trắng
Vải Venga 002 Cream
Vải tạm
Velour 030 Mustard
Velour 030 Mustard (KD)
Velour 092 Petrol
Velour Vingano Fox (KD)
Velvet Art 7193 12097 (KD)
Velvety 030 (KD)
Vence 217 Blue
Vence 217 Blue (KD)
Vence 217 Blue FR chống cháy
"Vence 217 Blue, W145 cm, 100% Polyester"
"Vence 217 Blue, W145 cm, 100% Polyester, FR chống cháy"
Vence 276 Grey
Vence 276 Grey FR chống cháy
"Vence 276 Grey, W145 cm, 100% Polyester"
"Vence 276 Grey, W145 cm, 100% Polyester, FR chống cháy"
Vence 327 Sun
"Vence 327 Sun (Yellow), W145 cm, 100% Polyester, FR chống cháy"
Vence 327 Sun FR chống cháy
Vence 330 Pink
Vence 330 Pink FR chống cháy
"Vence 330 Pink, W145 cm, 100% Polyester"
"Vence 330 Pink, W145 cm, 100% Polyester, FR chống cháy"
Vence 380 Aubergine
Vence 380 Aubergine FR chống cháy
"Vence 380 Aubergine, W145 cm, 100% Polyester"
"Vence 380 Aubergine, W145 cm, 100% Polyester, FR chống cháy"
"Vence 630 Lime, W145 cm, 100% Polyester, FR chống cháy"
"Vence 998 Antrazit, W145 cm, 100% Polyester"
"Vence 998 Antrazit, W145 cm, 100% Polyester, FR chống cháy"
Vence 998 Antrazite
Vence 998 Antrazite (KD)
Vence 998 Antrazite FR chống cháy
Veneer Oak
Venga 002 Cream
Venga 002 Cream(including 2 scatter cushions With hidden Zipper)
"Venga 002 Cream, W140 cm, 80% Polyester 20% Acrylic"
Venga 002 Creame
Venga 004 Mole
Venga 004 Mole (KD)
Venga 004 Mole FR chống cháy
"Venga 004 Mole, W140 cm, 80% Polyester 20% Acrylic"
"Venga 004 Mole, W143 cm, 100% Polyester"
Venga 013 Steel
"Venga 013 Steel, W140 cm, 80% Polyester 20% Acrylic"
Venga 017 Antrazite
Venga 017 Antrazite (KD)
Venga 017 Antrazite (KD) Fr chống cháy
Venga 017 Antrazite (SC)
Venga 017 Antrazite Fr chống cháy (KD)
"Venga 017 Antrazite, W140 cm, 80% Polyester 20% Acrylic"
"Venga 017 Antrazite, W143 cm, 100% Polyester"
Venga 020 Purple
"Venga 067 Dust Blue, W140 cm, 450gr/m, 80% Polyester 20% Acrylic"
Venga 067 Dusty Blue
Venga 067 Dusty Blue (KD)
Venga Recycle 004 Mole
Venga Recycle 004 Mole (KD)
Venga Recycle 004 khung Sồi (Oak) màu đen mờ
Verona Vinyl
Vertex
Vestige Monarch
"Vico 11, W140 cm, 93% Polyester 5% Cotton 2% Nylon"
"Vico 11, W140 cm, 93% Polyester 5% Cotton 2% Nylon, FR chống cháy"
"Vico 20, W140 cm, 93% Polyester 5% Cotton 2% Nylon"
"Vico 20, W140 cm, 93% Polyester 5% Cotton 2% Nylon, FR Chống cháy"
"Vico 24, W140 cm, 93% Polyester 5% Cotton 2% Nylon, FR Chống cháy"
Victoria Homestead
Victory Velvet-932141-Sage
"Victory/Narbonne 998 Antrazit, W145 cm, 64% Acrylic 36% Polyester"
"Vidar 3 0323, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 0333, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 0363, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 0554, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 0772, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 1062, W140 cm, 765gr/m, 94% Wool 6% nylon"
"Vidar 3 1880, W140 cm, 765gr/m, 94% Wool 6% nylon"
Vienna 103 Ivory
Vienna 181 Petal
Vienna 190 Rose
Vienna 310 Sage
Vienna 310 Sage (KD)
Vigano Canard 6102 Blue (KD)
Vinyl Caramel
Vinyl Hygee Grey
Vinyl Peacock Blue
Vinyl Xander-AG Navy CAL 117 FRCF
Vitelloni Steamboat  Caramel
Viva 250 Beige (KD)
Viva 250 Beige FR chống cháy (KD)
Voyage Vinyl/Spirits
Ván dán Veneer Màu Walnut sáng đánh xước (Plywood with Veneer in Dark Walnut color with Light Wire Brush)
Ván dán vener gỗ sồi màu tư nhiên (Plywood with Oak veneer in Natural) cho MD 2501
W 142 cm
W 142cm
W-015 Gray (1447-24)
W-6310 Cream (1447-4)
W-6310 Cream (KD)
W100 cm
W100cm
W110 cm
W120 cm
W127 cm
W129 cm
W133 cm
W134 cm
W135 cm
W136 cm
W137 cm
W137cm
W138 cm
W138cm
W139 cm
W140
W140 cm
W140cm
W141 cm
W142
W142 cm
W142 cm-230gr/m2
W142CM
W143 cm
W143cm
W144 cm
W145 cm
W145cm
W146 cm
W147 cm
W148 cm
W148cm
W149 cm
W150 cm
W150cm
W152 cm
W154 cm
W155 cm
W157 cm
W160 cm
W160cm
W162 cm
W165 cm
W172 cm
W180cm
W208 cm
W210 cm
W214 cm
W3.5 cm
W50 mm
W75 cm
W89 mm
W91 cm
WD3104A-2 Birch White
WD3104A-2 Birch White (KD)
WHF031
WOLF GORDON / P: KINETIC / C: ECRU
WS Stock 02 (KD)
WS Stock 18 (KD)
WS Stock 25 (KD)
WS Stock 30 (KD)
WS Stock 48 (KD)
Wandy
Wandy 304
Wandy 304 (KD)
Wandy Champagne color 111
Wandy Medium Grey 464
Wandy Medium Grey color 464
Wandy color 111 (champagne) (KD)
Warrick 008003 Marshmallow
White Boucle K8143-02
White Boucle K8143-02 (KD)
Wink Friendship
Wishaw-Storm
Wolf Gordon
Wool Felt -  Facet Middengrijs 1001
Wool Felt - Facet Natural 01
Wool Felt - Facet Shiitake 124
Work 009 Mocca (KD)
Xander-AG Navy
Z Wovens Secret  J6637-8E Nickel
Z Wovens Secret J6637 Sapphire
Z-Wovens Brighton Marble (CO)
Z-Wovens Brighton Porcelain (CO)
Zenith 100 Oatmeal
"Zenith 100, W145 cm, 91% Polyester 9% Polyamide"
"Zenith 500, W145 cm, 91% Polyester 9% Polyamide"
Zenith 700 Blush
"Zenith 700, W145 cm, 91% Polyester 9% Polyamide"
Zenith 800 Black
"Zenith 800, W145 cm, 91% Polyester 9% Polyamide"
Zenith Alabaster 900 with C0
Zhuojin JL1203-33 (KD)
Zonda Consort 3704 (KD)
acacia auriculiformis
bulon 8*10mm
bulon dài 20 mm
bản 51mm
bảy màu
bọc  lót trắng – 100% cotton
bọc  tạm trước
bọc da tạm cho khách duyệt mẫu
bọc ghế:  giả da Tygart Sand
bọc ghế:  giả da Velluto AG/Dolphin CAL 117 Grey
bố canvas
bộ 8 lá
cao 100 mm Cuộn dài 50m
cao 18 cm
cao 40cm
cao 50 mm Cuộn dài 50m
cao su 2 mặt đẹp
cao trước 100
chân Inox (Stainless Steel) đánh xước
chân Sắt (Steel)
chân Sắt (Steel) màu đen mờ (Matt Black)
chân gỗ Cao su (Rubber) màu Sồi tự nhiên cao 15
chân gỗ Cao su (Rubber) màu Walnut cao 15
chân gỗ Cao su (Rubber) màu đen (Black) cao 15
chân gỗ Dẻ gai (Beech)
chân gỗ sồi trắng  (White Oak) 1C
chân gỗ Óc chó (Walnut)
chân inox đánh bóng
chân mạ
chân plywood màu đen
chân vịt 1
chân xoay (Swivel)
chống cháy FR
chống cháy TC Anh (FR-UK)
chống cháy TC Mỹ (FR-US)
chống ẩm
chốt bản lề phi 14mm
chốt phi 6 mm
chờ khách xác nhận
code DD-11
composite
core i5
cough LC781AO bằng ván ép bọc mousse và  giả da (simili)
cough LC782SL bằng ván ép bọc mousse và  giả da (simili)
da Cognac Tan
da Cognac Tan/  Goforth FCL Cloud
da GARRETT LEATHER / RESILIENCE / TOPAZ
da Leather Mongolian Sheepskin 1406 Dark Beige
da Leather Mongolian Sheepskin 1406 Dark Beige (KD)
da Siena (Noce Antica) #13091 (KD)
dài 150 mm
dày 1.9 mm
dày 3mm
dày 5mm
dày 7.5mm
dày 7mm
dày 8.5mm
dày 8mm
dày 9mm
dán 1 mặt
dán 1 mặt veneer Walnut bông 0.6 mm
dán veneer 2 mặt Oak 0.6mm (1 mặt đẹp)
dán veneer Ash 0.6mm 1 mặt đẹp
dán veneer Ash 2 mặt đẹp
dán veneer Beech 0.6mm vân sọc 1 mặt
dán veneer Oak 0.6mm vân sọc
dán veneer Walnut 0.6mm (random)
dán veneer cao su 0.6mm
dán veneer màu WD0073 White Oak
dán veneer màu WD0077 Walnut
dán veneer white Oak 0.6mm (random)
dán veneer white ash 0.6mm
dán venner Ash vân sọc
dây mở
dây tròn 2.5M 18W
dùng  tạm nhà máy
dệt kim Model 033
dệt thoi Model 708#PGY1803-3
dệt thoi Snippet - Sunflower
dựng (không dệt) màu Cream
dựng trắng
dựng đen
fraxinus
giả da  Chalk White Bamboo-KF-HIX
giả da Altfield Ecru Dol-6703
giả da Aniline-307 Dos
giả da Aqua Caressa
giả da ArcCom Dakota 2 Pine #21
giả da ArcCom Dakota Coriander 12
giả da Armless Lounge Chair ArcCom Dakota 2 AC-61700
giả da Artisanal
giả da Badu - Stem
giả da Badu - Stem(W137)
giả da Badu-Stem (861gr)
giả da Barley
giả da Bittersweet Caressa
giả da Black Vinyl
giả da Bobbin-Custom Ballpoint
giả da Bobbin-Custom Yukon
giả da Bobbin-Custom Yukon (Poly Backing)
giả da Book Club Pool
giả da Bourbon
giả da Bowie Fashion
giả da Bowie/Fashion
giả da Brentano Journal Blackcurrant
giả da Brown
giả da Brutus Antistain 0683 Sky
giả da Canter Verdite
giả da Cantina Molasses
giả da Charisma-Coffee
giả da Charisma-Nostalgia
giả da Classic Fog
giả da Classic Reef
giả da Dima Inky Night
giả da Duncan
giả da Dyna Palm
giả da EB17
giả da EC  Blue
giả da EC BLUE
giả da Equestrian Taupe
giả da F123 Garay - Brown
giả da Flex Blue
giả da Flex Change Backing Blue
giả da Flex Green
giả da Flex Grey
giả da Flex Orange
giả da Flight Deck-Yves Klein Blue 1
giả da GTF Sedona Saddle
giả da Greenwich Tawny
giả da HOMERUN-CEDAR
giả da HOPETEX HT-250319-02
giả da HOPETEX HT-250319-03
giả da HOPETEXPATTERN PENFREEREF HT-250510-02
giả da Hemingway Moss
giả da Hush Silver Leaf
giả da Hush Slate
giả da JOSEPH NOBLE JNPASP GULL
giả da Journey Pine
giả da Joysuntex Gabriel Cognac JS8317D-244
giả da KW-10439.5512 MGLE.0
giả da Lakeshore Autum Orange
giả da Lakeshore Grey
giả da Lakeshore Midnight Blue
giả da Lakeshore Orange
giả da Lakeshore Slategrey
giả da Lexington Cognac
giả da Lorna Flint
giả da Lorna Ink
giả da Luminous Whiskey
giả da MATT  Brown
giả da Magnitude Mountainside
giả da Memoir Football
giả da Milliken Cognac PU
giả da Mundano Coffee
giả da Mundano-Coffee
giả da Mustang 618 Blush
giả da NA-35-SBSF60
giả da NA-35-SBSF64
giả da NA-35-SBSF69
giả da NA-35-SBSF75
giả da NA-35-SBSF77
giả da Nappa Custom Umber
giả da Nashville CV Coffee Bean
giả da Nashville CV Night Sky
giả da Ochre Caressa
giả da Opal Charcoal
giả da PU 606
giả da PU SVM
giả da Pathfinder Canyon
giả da PierPoint  Grey
giả da PierPoint Brown
giả da PierPoint Brown Light
giả da PierPoint Grey
giả da Prince - Grassy
giả da Reina Ochre
giả da Remington Bridle
giả da Riva Gull
giả da Rushmore Flaxen Trn
giả da SEA  Blue
giả da SPHERE FOREST
giả da Sage Green
giả da Sandusky-Pebble Browns Taupes
giả da Satori Cust Gravel
giả da Satori-Custom Billings
giả da Satori-Custom Billings (142)
giả da Satori-Custom Billings (W142)
giả da Satori-Custom Billings B (Poly Backing)
giả da Sorano Honey
giả da Stingray Quiet Harbor
giả da Tygart Sand
giả da Utility Charcoal
giả da VEX-S MAPLE
giả da VIP Bone
giả da Velluto AG-Dolphin Grey
giả da Velluto AG/Dolphin CAL 117 Grey
giả da Vinyl Ormond Orange Cal 117 FRCF
giả da Vinyl Valscari IMO-Tobacco
giả da Vinyl Velluto Caramel
giả da Vinyl Xander-AG Grey CAL 117 FRCF
giả da Vinyl Xander-AG Navy CAL 117 FRCF
giả da Vinyle Velluto AG/Dolphin CAL 117
giả da Vio-06
giả da Wanna Be Khaki
giả da XANDERT-GREY
giả da XANDERT-NAVY
giả da YP19-02 Light Yellow
giả da Zulu Mushroom
giả da tạm nhà máy
giấy 110 Lbs
giấy 150 Lbs
giấy 175 Lbs
giấy 200 Lbs
giấy 230 Lbs
giấy 250 lbs
giấy 250gr/m2
giấy 275 Lbs
giấy 350 Lbs
giấy 375 Lbs
giọt nước
gỗ
gỗ Beech
gỗ Beech màu Brown bóng 5%
gỗ Beech màu sơn đen
gỗ Beech màu tự nhiên
gỗ Beech màu đen giống màu PAB
gỗ Beech sơn Dark Mahogany mã màu HOS-VFW-637-2
gỗ Beech sơn màu F255
gỗ Beech sơn màu Nevamar Crown Cherry
gỗ Cao su (Rubber) cào xước
gỗ Cao su (Rubber) hệ sơn NC màu Black
gỗ Cao su (Rubber) hệ sơn NC màu Black của PAB
gỗ Cao su (Rubber) hệ sơn NC màu Chocolate
gỗ Cao su (Rubber) màu 1265 Wyeth light Oak
gỗ Cao su (Rubber) màu WD-01
gỗ Cao su (Rubber) màu mẫu WD-01 (OPT 2)
gỗ Cao su (Rubber) sơn lót chấm ẩm
gỗ Cao su (Rubber) sơn màu Chocolate 318
gỗ Cao su (Rubber) sơn màu chocolate
gỗ Dẻ gai (Beech)
gỗ Dẻ gai (Beech) 100%
gỗ Dẻ gai (Beech) hàng trắng
gỗ Dẻ gai (Beech) hàng trắng không sơn
gỗ Dẻ gai (Beech) hệ sơn NC màu F250
gỗ Dẻ gai (Beech) hệ sơn PU
gỗ Dẻ gai (Beech) hệ sơn PU màu sơn 7987-38 Palisma Oak
gỗ Dẻ gai (Beech) màu 5165
gỗ Dẻ gai (Beech) màu 6165
gỗ Dẻ gai (Beech) màu Brown
